14:51:24.643 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
14:51:24.675 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@d7002be, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@34c40ed6, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@33aa1eaa, org.springframework.test.context.support.DirtiesContextTestExecutionListener@65c34565, org.springframework.test.context.transaction.TransactionalTestExecutionListener@77011e14, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6a5df015]
14:51:25.007 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [com/qbb/applicationContext-jdbc.xml]
14:51:25.479 [main] INFO  o.s.c.s.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@7ef9e0a: startup date [Wed Aug 23 14:51:25 CST 2017]; root of context hierarchy
14:51:26.085 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [conf/applicationProvider.xml]
14:51:26.786 [main] WARN  o.s.b.c.p.ConfigurationPropertiesBindingPostProcessor - Multiple PropertySourcesPlaceholderConfigurer beans registered [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0, org.springframework.context.support.PropertySourcesPlaceholderConfigurer#1], falling back to Environment
14:51:26.833 [main] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.5.Final
14:51:27.740 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
14:51:27.917 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-2} inited
14:51:29.481 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
14:51:29.482 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
14:51:29.482 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource1' has been autodetected for JMX exposure
14:51:29.489 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
14:51:29.490 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource1': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource1,type=DruidDataSource]
14:51:29.490 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Registering beans for JMX exposure on startup
14:51:29.494 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
14:51:29.496 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'auditEventsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=auditEventsEndpoint]
14:51:29.518 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
14:51:29.535 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
14:51:29.544 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
14:51:29.549 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
14:51:29.554 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
14:51:29.561 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
14:51:29.565 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
14:51:29.570 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
14:51:29.576 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
14:51:29.582 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
14:51:29.645 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@3334f39d testClass = DataTest, testInstance = com.qbb.data.DataTest@5965e2ae, testMethod = testSql@DataTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@116e7f2 testClass = DataTest, locations = '{classpath:/com/qbb/applicationContext-jdbc.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@231ecdd0]; rollback [true]
14:51:29.866 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@3334f39d testClass = DataTest, testInstance = com.qbb.data.DataTest@5965e2ae, testMethod = testSql@DataTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@116e7f2 testClass = DataTest, locations = '{classpath:/com/qbb/applicationContext-jdbc.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]].
14:51:29.871 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
14:51:29.872 [main] INFO  o.s.t.c.s.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4f223c86, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@50b3aa00, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@435e0f64, org.springframework.test.context.support.DirtiesContextTestExecutionListener@544490c9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@617da757, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7572c2]
14:51:29.887 [main] INFO  o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@d81b565 testClass = SqlParserTest, testInstance = com.qbb.data.SqlParserTest@3eac00d0, testMethod = testSql@SqlParserTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@1ec11eca testClass = SqlParserTest, locations = '{classpath:/com/qbb/applicationContext-jdbc.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]]; transaction manager [org.springframework.jdbc.datasource.DataSourceTransactionManager@231ecdd0]; rollback [true]
14:51:29.897 [main] INFO  o.s.t.c.t.TransactionContext - Rolled back transaction for test context [DefaultTestContext@d81b565 testClass = SqlParserTest, testInstance = com.qbb.data.SqlParserTest@3eac00d0, testMethod = testSql@SqlParserTest, testException = [null], mergedContextConfiguration = [MergedContextConfiguration@1ec11eca testClass = SqlParserTest, locations = '{classpath:/com/qbb/applicationContext-jdbc.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]].
14:51:29.905 [Thread-2] INFO  o.s.c.s.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@7ef9e0a: startup date [Wed Aug 23 14:51:25 CST 2017]; root of context hierarchy
14:51:29.907 [Thread-2] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 0
14:51:29.909 [Thread-2] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Unregistering JMX-exposed beans on shutdown
14:51:29.910 [Thread-2] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Unregistering JMX-exposed beans
14:51:29.911 [Thread-2] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
14:51:29.911 [Thread-2] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
14:51:29.924 [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-2} closed
14:51:29.932 [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
